name,status,espnId,dob,citizenship,debutUsed,checkNote
Alexander Maslov,miss,,,,,
Vinicius Pires,rejected,5215287,1996-12-13,,2000-12-06,implausible: debut age 4.0
William Gomis,found,4324623,1997-06-13,Senegal,2016-02-04,
Gleison Tibau,rejected,2354336,1983-07-10,,1999-05-18,implausible: debut age 15.9
Takahiro Komakine,found,5141815,1991-04-24,Japan,2017-07-09,
Zhanibek Tynyshtyk,miss,,,,,
Akhmed Magomedov,found,5078211,1996-04-27,Russia,2017-04-22,
Michael Dufort,found,4408081,1994-01-09,Canada,2012-03-17,
Ilias Sanoudakis,miss,,,,,
Ernane Pimenta,miss,,,,,
Joshua Silveira,miss,,,,,
Tatsumitsu Wada,found,3996970,1988-11-16,Japan,2008-03-29,
Marciano Ferreira,found,5245077,1993-06-04,Brazil,2015-03-14,
Moktar Benkaci,found,3098600,1992-04-17,France,2010-12-04,
Bakhtovar Yunusov,found,5353074,1998-10-26,Tajikistan,2020-07-11,
Kanata Nagai,miss,,,,,
Duane van Helvoirt,found,4334757,1986-01-09,Netherlands,2007-04-22,
Magomed Idrisov,ambiguous,,,,,2 MMA ids
Mizuki Inoue,miss,,,,,
Jena Bishop,found,5110272,1986-02-22,USA,2021-10-22,
Marcirley Alves,found,5120295,1999-07-22,Brazil,2017-09-16,
Joe Taimanglo,found,3045797,1984-06-27,,2004-04-30,
Bruno Miranda,found,4917144,1990-06-16,Brazil,2011-04-02,
Zhalgas Zhumagulov,found,4321051,1988-08-29,Kazakhstan,2014-09-07,
Mohammad Alaqraa,found,5215142,1999-11-21,Kuwait,2021-02-26,
Bryan Battle,found,4815998,1994-09-21,USA,2019-07-13,
Mihail Cotruta,found,4243483,1990-01-10,Moldova,2012-04-28,
Marcus Paulo Amaral,miss,,,,,
Ketlen Souza,found,4566308,1994-08-18,Brazil,2016-12-10,
Ali Taleb,found,5080578,1997-09-21,Sweden,2019-08-31,
Davy Gallon,found,3041987,1989-04-28,France,2011-01-08,
Chico Camus,found,2523679,1985-01-26,USA,2009-02-14,
Darrion Caldwell,found,2984782,1987-12-19,USA,2012-09-14,
Su Mudaerji,miss,,,,,
Ilya Kharitonov,miss,,,,,
Brad Katona,found,4350871,1991-12-19,Canada,2014-10-03,
Diego Dias,found,4916590,1992-04-03,Brazil,2013-07-20,
DaMon Blackshear,miss,,,,,
David Onama,found,4897850,1994-06-07,Uganda,2019-07-27,
Cleuber Cabral,found,5384831,1988-04-11,Brazil,2011-12-11,
Chauncey Foxworth,found,3960086,1991-10-27,USA,2015-08-22,
Ronda Rousey,found,2563796,1987-02-01,USA,2011-03-27,
Shohei Masumizu,miss,4033464,,,,no dob on record
Georgi Karakhanyan,found,2514249,1985-05-29,USA,2006-10-13,
Paulino Siller,miss,,,,,
Chris Mecate,found,5125483,1992-12-04,USA,2020-03-07,
Trey Ogden,found,4294378,1989-11-14,USA,2015-01-24,
Tatsuki Saomoto,found,5136095,1996-10-04,Japan,2016-08-07,
Christian Natividad,miss,,,,,
John Sweeney,found,4576059,1995-04-06,USA,2017-04-07,
Jordan Young,rejected,2502477,,,,name mismatch: Jordan Mein
Darkhanbek Ergeshev,miss,,,,,
Casey ONeill,miss,,,,,
Plamen Penchev,found,5130696,1992-06-29,Bulgaria,2012-11-24,
Ullubiy Amirzhanov,miss,,,,,
Pavel Vitruk,found,3960666,1990-12-20,,2011-08-06,
Muhammed Lawal,found,2501522,1981-01-11,,2008-09-28,
Saba Bolaghi,found,4375219,1989-04-22,Germany,2014-04-26,
Dean Garnett,found,4705584,1988-07-25,England,2010-12-04,
Kyung Pyo Kim,miss,,,,,
Tim Wilde,found,3109287,1987-08-30,England,2013-03-23,
Joselyne Edwards,found,4397782,1995-09-29,Panama,2015-05-15,
Norbert Novenyi Jr.,found,4588646,1999-10-06,Hungary,2018-02-10,
Kaan Ofli,found,5204223,1993-06-19,Australia,2014-03-14,
Leo Leite,miss,,,,,
Issac Hardman,found,5207809,1995-09-05,Australia,2015-10-31,
Hector Sandoval,found,2972878,1986-07-19,USA,2008-07-18,
Yoshinori Horie,found,4565904,1995-05-10,Japan,2016-10-02,
Rashid Yusupov,found,4018590,1992-05-15,Russia,2012-12-15,
Anthony Rocco Martin,found,3026394,1989-12-11,USA,2012-01-07,
Nik Lentz,found,2504229,1984-08-13,USA,2005-07-30,
Louis Glismann,found,4584151,1991-02-07,Denmark,2016-09-24,
Wilson Reis,found,2512984,1985-01-06,Brazil,2007-07-28,
Ivan Bogdanov,found,3043329,1998-01-13,Russia,2018-11-02,
Bidzina Gavashelishvili,miss,4405600,,,,no dob on record
Luka Giorgadze,miss,5292112,,,,no dob on record
Josiah Harrell,found,5149546,1998-11-13,USA,2020-03-07,
Dan Hooker,found,3109135,1990-02-13,New Zealand,2009-03-07,
Vitaliy Branchuk,found,4030252,1991-02-18,Ukraine,2012-02-04,
Jordan Mein,found,2502477,1989-10-10,Canada,2006-06-17,
Karl Amoussou,found,2504239,1985-11-21,France,2006-05-06,
Bruno Cappelozza,found,3949930,1989-05-20,Brazil,2010-12-11,
Haitao Ti,miss,4816281,,,,no dob on record
Rizwan Ali,miss,,,,,
Yuta Miyazawa,miss,,,,,
Elias Boudegzdame,found,3147142,1993-10-17,Algeria,2012-04-05,
Bibiano Fernandes,found,2335890,1980-03-30,Brazil,2006-10-28,
Salamat Isbulaev,found,5328681,1996-12-08,Russia,2023-01-29,
Bryan Caraway,found,2504179,1984-08-04,USA,2005-09-16,
Sanzhar Adilov,miss,,,,,
Jared Gordon,found,3894823,1988-09-06,USA,2011-02-05,
Kanako Murata,found,4078674,1993-08-10,Japan,2016-04-17,
Scott Askham,found,3075571,1990-01-01,England,2010-10-01,
Steve Erceg,found,4997217,1995-07-27,Australia,2016-02-12,
Vicente Luque,found,3045887,1991-11-27,Brazil,2009-06-27,
Giovanni Garcia,miss,,,,,
Spike Carlyle,found,4618110,1993-05-06,USA,2017-09-03,
Robert Bryczek,found,4341572,1990-07-04,Poland,2011-09-18,
Terrence Mitchell,found,5148677,1989-12-30,USA,2009-03-04,
Shamil Nikaev,rejected,4293144,1995-06-16,,2011-01-22,implausible: debut age 15.6
Pedro Munhoz,found,3045734,1986-09-07,Brazil,2009-03-21,
Cody Garbrandt,ambiguous,,,,,2 MMA ids
Jairo Pacheco,found,5110554,1997-10-27,Brazil,2018-11-24,
Omar Tugarev,miss,,,,,
Natalia Kuziutina,miss,,,,,
Jaqueline Amorim,found,4901883,1995-06-24,Brazil,2020-09-04,
Calvin Kattar,found,3164030,1988-03-26,USA,2007-06-23,
Joey Pierotti,found,4581338,1989-11-08,USA,2016-02-20,
Zafar Mohsen,found,5238206,1995-01-01,Germany,2015-01-16,
Davey Grant,found,3070984,1985-12-18,England,2008-11-29,
Fabio Aguiar,error,,,,,HTTP 503
Tomas Deak,miss,,,,,
Alvi Dasuyev,miss,,,,,
Marat Magomedov,error,,,,,HTTP 503
Nick Browne,found,4238100,1990-03-30,USA,2014-05-24,
Chang Ho Lee,miss,,,,,
Nikita Mikhailov,found,4884249,1998-10-27,Russia,2015-12-12,
Alexander Keshtov,miss,2999769,,,,no dob on record
Aga Niedzwiedz,miss,,,,,
Gilbert Melendez,found,2470338,1982-04-12,USA,2002-10-18,
Gexi Sanlang,found,5270653,1998-10-23,China,2016-08-20,
Rinya Nakamura,found,5068624,1995-03-23,Japan,2021-05-15,
Leandro da Silva Pereira,found,5074931,1998-09-26,Brazil,2018-03-03,
Alexa Grasso,found,3136287,1993-08-09,Mexico,2013-08-31,
Petr Knize,miss,5146207,,,,no dob on record
Chris Kelades,found,3153248,1981-02-21,Canada,2009-05-09,
Vasiliy Takhtay,miss,,,,,
Marcel Mohamed Grabinski,miss,,,,,
Henri Lintula,found,5238085,1990-11-29,Finland,2016-09-03,
Takumi Tamaru,found,4346486,1996-01-25,Japan,2015-06-07,
Mahir Mamedov,miss,4233304,,,,no dob on record
Asylzhan Bakhytzhanuly,miss,5141960,,,,no dob on record
Majdeddine Ayadi,ambiguous,,,,,2 MMA ids
Nate Jennerman,found,4243296,1993-01-12,USA,2013-12-07,
Kai Kamaka III,found,4688447,1995-01-05,USA,2012-10-20,
Jordan Newman,found,4783230,1995-07-06,USA,2019-03-22,
Edilceu Silva Alves,found,4895831,1983-01-25,Brazil,2013-03-17,
Alexei Pergande,ambiguous,,,,,2 MMA ids
Khusein Shaikhaev,miss,5042864,,,,no dob on record
Felipe Pereira,miss,,,,,
Cihad Akipa,found,5194321,1996-04-01,Germany,2021-11-27,
Arsen Taigibov,found,4601417,1994-01-10,Ukraine,2012-10-25,
Yuta Sasaki,miss,,,,,
Bruno Machado Azeredo,miss,,,,,
Magerram Gasanzade,found,5345635,1996-06-01,Azerbaijan,2019-10-19,
Julio Pereira,ambiguous,,,,,2 MMA ids
Pavel Andrusca,miss,,,,,
Eslam Abdul Baset Syaha,miss,,,,,
Gabriel Souza,miss,,,,,
Marko Kovacevic,found,4211126,1990-04-08,Switzerland,2012-03-24,
Mitsuhisa Sunabe,found,2951534,1979-08-04,,2001-06-26,
Xavier Alaoui,found,4629133,1991-07-23,Morocco,2014-05-17,
Renato Velame,found,2978017,1983-03-03,,2004-12-14,
Angela Hill,found,3115931,1985-01-12,USA,2014-04-26,
Adam Vigil,found,5222159,1989-07-10,USA,2017-02-18,
Francisco Trinaldo,found,2516135,1978-08-24,Brazil,2010-09-18,
Grant Neal,found,4703598,1995-10-05,USA,2019-02-23,
Rory MacDonald,found,2501814,1989-07-22,Canada,2005-10-15,
Yoshiro Maeda,found,2447633,1981-10-31,Japan,2003-02-16,
Cristhian Rivas,found,5144172,1994-02-03,Ecuador,2016-10-14,
Anzor Abdulkhozjaev,miss,,,,,
Marco Munoz,miss,5074143,,,,no dob on record
Hugo Paiva,ambiguous,,,,,2 MMA ids
Tony Laramie,found,4611513,1999-01-06,Canada,2017-01-13,
Apollo Gomes,found,5369425,2000-07-10,Brazil,2018-04-14,
Bobby Voelker,found,2504956,1979-04-26,USA,2006-02-11,
Ramazan Ragimov,miss,,,,,
Ilias Bulaid,found,4886803,1995-05-01,Morocco,2019-09-27,
Miroslav Broz,miss,,,,,
Pavel Dailidko,found,5145632,1991-07-14,England,2021-08-07,
Matheus Mattos,found,3896616,1992-06-06,Brazil,2011-01-29,
Lasha Abramishvili,found,5222196,1991-03-11,Georgia,2021-03-20,
Alexander Hernandez,found,4018757,1992-10-01,USA,2012-10-20,
Joseilton Santos,found,5346395,1996-12-05,Brazil,2021-09-25,
Davit Lortkipanidze,miss,,,,,
Vojto Barborik,found,4294887,1993-05-02,Slovakia,2012-10-28,
Darragh Kelly,found,4881916,1998-04-06,Ireland,2022-02-25,
Koji Takeda,found,4409746,1995-08-13,Japan,2017-08-25,
Vanessa Porto,found,2354571,1984-03-16,Brazil,2005-02-19,
Richie Smullen,found,4311136,1991-08-17,Ireland,2016-07-30,
Ronys Torres,found,2499694,1985-08-13,Brazil,2006-12-03,
Ali Iskender Aliyev,miss,,,,,
Daniel Schordje,miss,,,,,
Nawras Abzakh,found,4385256,1992-12-30,Jordan,2014-08-22,
Olexandr Pletenko,miss,,,,,
Yuta Sato,miss,4046568,,,,no dob on record
Beatriz Mesquita,miss,,,,,
Josh OConnor,miss,,,,,
Steve Mowry,found,4043438,1992-07-14,USA,2016-09-09,
Khasein Shaikhaev,miss,5042864,,,,no dob on record
Matheus Severino,rejected,4805844,,,,name mismatch: Matheus da Silva Severino
Gavin Tucker,found,4081475,1986-06-17,Canada,2011-02-19,
Daniel Madrid,found,3085063,1984-04-24,USA,2006-01-21,
Askar Askar,ambiguous,,,,,5 MMA ids
Shajidul Haque,found,3946945,1990-10-29,England,2012-11-11,
Abdullah Al-Qahtani,miss,5123585,,,,no dob on record
Luiz Eduardo Garagorri,miss,,,,,
Jack Grant,found,4419371,1992-02-22,England,2012-09-15,
Willker Lemos,found,4935211,1990-11-29,Brazil,2017-05-13,
Jahongir Saidjamolov,found,4711955,1995-09-22,Tajikistan,2015-05-16,
Niko Samsonidse,found,5193150,1994-12-17,Germany,2012-12-15,
Alan Yamaniha,found,3084192,1986-04-04,Brazil,2009-11-22,
Omar Solomanov,miss,,,,,
Kurban Idrisov,miss,,,,,
Kyle Crutchmer,found,4706976,1993-05-05,USA,2018-06-09,
Alexander Grozin,miss,,,,,
Vladislav Kovalev,miss,,,,,
Miguel Sanson,found,5120918,1999-06-26,USA,2021-09-24,
Lyoto Machida,found,2335524,1978-05-30,Brazil,2003-05-02,
Mateus Soares,miss,5308528,,,,no dob on record
Yabna NTchala,miss,,,,,
Rabindra Dhant,found,5353560,1998-11-30,Nepal,2019-05-05,
Fernando Bruno,found,3901006,1982-02-24,Brazil,2007-10-27,
Arbi Mezhidov,found,4693789,1992-04-17,Austria,2011-09-25,
Christian Eckerlin,found,3046957,1986-11-16,Germany,2009-09-12,
Alisher Gabdullin,found,5242618,1996-09-15,Kazakhstan,2015-07-28,
Chuka Willis,found,3899036,1993-05-09,USA,2014-08-16,
Billy Elekana,found,5078114,1995-05-28,USA,2021-05-14,
Lucas Martins,found,3019244,1988-11-11,Brazil,2011-09-11,
Mark Striegl,found,3039672,1988-06-23,Philippines,2009-07-25,
Uran Satybaldiev,found,5206516,1994-08-10,Kyrgyzstan,2020-02-22,
Yusup Magomedov,miss,3027482,,,,no dob on record
Vladimir Daineko,miss,4229729,,,,no dob on record
Jean Sevalho,miss,,,,,
Cleiton Silva,found,5137188,1986-02-03,Brazil,2011-08-13,
Marloes Coenen,found,2499117,1981-03-31,,2000-11-22,
L.C. Davis,found,2487736,1980-10-28,,2006-02-25,
Juscelino Pantoja,found,5215100,1993-03-11,Brazil,2020-11-13,
Jair Jesuino,found,5103592,1997-12-27,Brazil,2021-02-06,
Angel Alvarez,ambiguous,,,,,2 MMA ids
Stevie Ray,found,3023355,1990-03-25,Scotland,2010-06-27,
Jose Perez,miss,4297315,,,,no dob on record
Fernando Padilla,found,4239738,1996-12-15,Mexico,2015-04-18,
Yuji Ephoevi-Ga,miss,,,,,
Gustavo Pintos,miss,,,,,
Duoji Banma,miss,,,,,
Yusuke Yachi,found,4039836,1990-05-13,Japan,2009-04-10,
Guido Santos,ambiguous,,,,,2 MMA ids
Adlan Bataev,miss,4274898,,,,no dob on record
Vitalii Yakymenko,miss,,,,,
Igeu Kabesa,found,4237293,1993-12-14,Democratic Republic of Congo,2015-06-06,
Magomed Al-Abdullah,miss,5351451,,,,no dob on record
Saul Rogers,found,3090353,1989-12-01,England,2011-05-29,
Fedor Duric,miss,,,,,
Ruben Crawford,found,3088219,1989-08-26,Germany,2008-06-14,
Cat Zingano,found,2987934,1982-07-01,USA,2008-06-13,
Jarrett Betancourt,miss,,,,,
Stav Economou,found,2527768,1986-07-07,,2006-11-04,
Seiichiro Ito,found,4566298,1993-12-03,Japan,2012-07-16,
Enrique Gonzalez,ambiguous,,,,,3 MMA ids
Joji Goto,found,5277000,1996-03-09,Japan,2016-05-29,
Isaac Moreno,found,5264395,1997-09-11,USA,2021-06-20,
Landry Ward,found,5172392,1996-12-09,USA,2019-10-04,
Leonardo Cerboni,miss,,,,,
Martin Stapleton,found,2958598,1983-05-09,,2007-09-30,
Gabriel Vinicius,miss,,,,,
Julia Budd,found,2537488,1983-07-04,Canada,2010-10-22,
James Gallagher,found,4024128,1996-10-24,Ireland,2015-10-17,
Vladimir Tokov,found,4714339,1996-04-14,Russia,2016-07-29,
Regina Tarin,found,5338118,2004-10-19,Mexico,2023-12-01,
Guram Kutateladze,found,4226626,1992-01-08,Georgia,2010-05-15,
Gedan Ni,found,5208762,1998-06-01,China,2016-06-05,
Gadzhimurad Khiramagomedov,found,4415096,1991-08-21,Russia,2015-09-25,
Abdusamad Sangov,miss,,,,,
Josh Thomson,found,2470332,1978-09-21,USA,2001-01-18,
Michelle Montague,found,4916259,1993-11-25,New Zealand,2022-03-04,
Mateo Pereira,miss,5222180,,,,no dob on record
Bakhtiyar Toychubaev,miss,4816269,,,,no dob on record
Andreas Stahl,found,3074495,1988-05-20,Sweden,2009-12-12,
Ernesto Rodriguez,found,5077053,1997-08-09,Cuba,2021-02-13,
Murad Ramazanov,found,4911955,1995-10-16,Russia,2014-02-22,
Marcelo Nunes,found,3968345,1988-12-24,Brazil,2013-12-14,
Nemat Abdrashitov,found,5123494,1991-10-08,Kyrgyzstan,2012-05-12,
Abdulsupyan Alikhanov,miss,3173099,,,,no dob on record
Emilio Quissua,found,5369434,1997-04-21,Germany,2021-05-22,
Kevin Pease,found,5221352,1997-10-03,USA,2021-11-06,
Shoaib Yousaf,found,4712356,1995-08-07,England,2016-10-01,
Fabricio Viegas Sarraff,miss,,,,,
Jarno Errens,found,5093447,1994-11-17,Netherlands,2015-09-05,
Elvin Espinoza,found,4875864,1993-02-02,Nicaragua,2018-12-15,
Vlastislav Cepo,miss,,,,,
Abdul Kamara,found,4836252,1991-11-14,USA,2019-02-23,
Danni McCormack,found,4881914,1990-03-15,Ireland,2019-09-27,
Akhliddin Mirzadavlatov,miss,,,,,
Ion Surdu,found,5078529,1995-04-27,Moldova,2016-04-15,
Murad Abdurakhmanov,found,4915458,1991-02-22,Kazakhstan,2015-05-30,
Cassio Junior,miss,,,,,
Uros Jurisic,found,3890655,1992-12-11,Slovenia,2012-03-25,
Alejandro Sanchez,miss,,,,,
Nad Narimani,found,3154673,1987-04-14,England,2011-07-16,
Jeremiah Wells,found,3970873,1986-10-30,USA,2012-10-13,
Ubaidulla Tagirov,miss,,,,,
Bagdos Olzhabay,found,5363724,1996-08-12,Kazakhstan,2019-04-04,
Ernesto Ibarra,miss,,,,,
Rinat Sagyntay,miss,,,,,
Nair Melikyan,found,5092400,1997-08-08,Armenia,2019-02-24,
Danny Kingad,found,4280293,1995-09-28,Philippines,2014-11-20,
Milson Castro,found,4194133,1993-10-23,Brazil,2012-09-01,
Badmatsyren Dorzhiev,found,5195916,1994-03-18,Russia,2019-04-19,
Willian Lima,found,4693790,1993-11-27,Brazil,2014-10-04,
Taras Sapa,found,4409747,1992-04-02,,2011-04-15,
Gabriel Costa,found,5362741,2001-06-12,Brazil,2020-01-18,
Beibit Nazarov,found,4372269,1987-09-02,,2008-04-19,
Chris Brown,miss,,,,,
Chi Lewis-Parry,found,3929542,1983-08-10,England,2012-02-04,
Stav Koren,miss,,,,,
Yazmin Jauregui,found,5063403,1999-02-28,Mexico,2018-11-10,
John Dodson,found,2609397,1984-09-26,USA,2004-09-03,
Jose Torres,miss,2957840,,,,no dob on record
Tim Elliott,found,2614020,1986-12-24,USA,2009-05-08,
Dakota Hope,found,4898914,1997-01-29,USA,2019-01-12,
Natalia Alves,found,5345641,2000-09-28,Brazil,2021-01-15,
Giorgio Pietrini,found,4012978,1991-06-23,,2012-02-19,
Chan Sung Jung,found,2501685,1987-03-17,Korea,2007-06-24,
Diego Arturo Huerto Jauregui,miss,3157011,,,,no dob on record
Arthur Estrazulas,found,4041240,1989-06-23,Brazil,2010-06-05,
Dalton Rosta,found,4744150,1995-11-09,USA,2019-03-29,
Ratibor Yashchenko,miss,,,,,
Michael Aljarouj,miss,5142304,,,,no dob on record
Joao Pedro Saldanha,found,5289385,1995-09-18,Brazil,2015-07-31,
Ryo Okada,found,4289218,1989-04-10,Japan,2012-04-29,
Abdullo Khodzhaev,miss,5195886,,,,no dob on record
Jaleel Willis,found,3960085,1992-03-11,USA,2014-04-12,
Senzo Ikeda,found,4293154,1982-09-04,,2012-12-01,
Denis Maher,miss,,,,,
Stefan Vojcak,found,5149814,1990-04-02,Slovakia,2021-09-11,
Omran Chaaban,miss,5204224,,,,no dob on record
Yves Landu,found,3022308,1986-08-13,France,2010-04-10,
Kyle Noblitt,miss,4246093,,,,no dob on record
Evgeniy Ignatiev,miss,4291106,,,,no dob on record
Liam McGeary,found,3101386,1982-10-04,England,2010-05-08,
Keith Richardson,found,3153129,1983-11-29,USA,2009-05-02,
Magomed Kabardiev,found,5124266,1995-05-13,Russia,2018-07-27,
Alonzo Martinez,found,2498880,1984-04-22,,2003-03-15,
Ezra Elliott,found,5369723,2000-05-18,USA,2024-04-12,
Manny Bermudez,found,4066141,1994-07-16,USA,2015-08-14,
Ricardo Tirloni,found,2499013,1983-02-03,Brazil,2005-06-05,
Renat Lyatifov,found,3995904,1989-07-02,Ukraine,2009-11-12,
Khabib Nurmagomedov,found,2611557,1988-09-20,Russia,2009-08-08,
Jeremy Horn,found,2335477,1975-08-25,USA,2004-05-06,
Blagoy Ivanov,ambiguous,,,,,2 MMA ids
Luana Santos,ambiguous,,,,,2 MMA ids
Imam-Shapi Mukhtarov,miss,,,,,
Renildo Monteiro Magave,miss,,,,,
Joao Oliveira,miss,,,,,
Chas Skelly,found,2514827,1985-05-11,USA,2009-09-18,
Ricardo Ramos,found,3571515,1995-08-01,Brazil,2012-05-19,
James Brum,found,2969835,1987-04-17,,2009-06-19,
Taksim Zabitov,found,5210599,1996-04-08,Kazakhstan,2014-12-25,
Luan Lacerda,found,4410005,1993-01-07,Brazil,2012-03-09,
Tommy Morrisson,miss,,,,,
Fabacary Diatta,found,4878524,1996-10-16,France,2016-05-14,
Carlston Harris,found,3901011,1987-07-09,Guyana,2011-10-08,
Tatiana Postarnakova,found,5336700,2000-04-03,Russia,2022-12-17,
Marlon Moraes,found,2553310,1988-04-26,Brazil,2007-04-14,
Karl Moore,found,3950364,1991-10-24,Ireland,2011-11-12,
Neiman Gracie,found,3056388,1988-12-12,Brazil,2013-09-14,
Aleandro Caetano,found,4422303,1988-02-23,Brazil,2012-01-21,
Jhon Tacha,found,5351588,1996-03-11,Colombia,2015-08-01,
Na Liang,found,4295932,1996-07-27,China,2016-06-06,
Albert Tadevosyan,found,5078252,1992-04-12,USA,2014-04-06,
Brandon Bender,miss,2554495,,,,no dob on record
Keremuaili Maimaitituoheti,ambiguous,,,,,2 MMA ids
Ray Elizalde,miss,4030810,,,,no dob on record
Takuya Yamamoto,miss,,,,,
Daichi Kamiya,found,5277229,1999-04-19,Japan,2022-10-10,
Rustambek Nurzhanov,miss,4894484,,,,no dob on record
Mehdi Baydulaev,found,4689231,1996-01-01,Russia,2016-04-16,
Aleksandar Rakic,found,4079314,1992-02-06,Serbia,2011-10-15,
Hyun Sung Park,miss,,,,,
Shaqueme Rock,miss,,,,,
Miranda Maverick,found,4065598,1997-07-01,USA,2016-11-18,
Geovanis Palacios,miss,,,,,
Takumi Hamada,miss,,,,,
Ali Guliev,miss,5138814,,,,no dob on record
Gjoni Palokaj,miss,5213348,,,,no dob on record
Omiel Brown,miss,5099723,,,,no dob on record
Taner Trembley,found,5369439,1994-12-28,USA,2024-01-12,
Seika Izawa,found,4972538,1997-11-01,Japan,2020-12-19,
Piotr Niedzielski,found,4076614,1991-01-12,Poland,2010-04-25,
Akhmed Musakaev,miss,4268808,,,,no dob on record
Cristiano Souza,ambiguous,,,,,3 MMA ids
Tim Williams,found,2500002,1986-07-03,USA,2009-11-20,
Zuriko Jojua,found,5007637,1995-10-14,Georgia,2015-08-03,
Eric Scallan,miss,3020790,,,,no dob on record
Edilson Teixeira,found,4869999,1986-06-18,Brazil,2006-02-17,
Melissa Amaya,found,5169699,1994-11-27,USA,2021-10-22,
Carlos Eduardo,ambiguous,,,,,2 MMA ids
Renzo Mendez,miss,4070730,,,,no dob on record
Junji Ito,found,2950966,1986-08-23,Japan,2007-07-15,
Gregor Weibel,found,3100785,1986-05-02,Switzerland,2010-09-04,
Albert Morales,found,4044703,1991-05-25,USA,2015-01-16,
Fatkhidin Sobirov,found,4571946,1993-09-01,Tajikistan,2013-10-25,
Bekzat Almakhan,found,5196459,1997-10-08,Kazakhstan,2018-07-28,
Edgars Skrivers,found,4287629,1991-07-15,Latvia,2010-05-06,
Flavio de Queiroz,miss,5124256,,,,no dob on record
Zhenhong Lu,found,4030255,1993-06-25,China,2012-09-08,
Ottman Azaitar,found,4424020,1990-02-20,Morocco,2014-06-07,
Clay Collard,found,2984772,1993-03-10,USA,2011-03-26,
Yutaka Saito,found,4413703,1987-10-08,Japan,2011-11-27,
Jared Cannonier,found,3154860,1984-03-16,USA,2011-06-19,
Manon Fiorot,found,4608674,1990-02-17,France,2018-06-16,
Gregor Gillespie,found,4021934,1986-11-13,USA,2014-01-24,
Greg Fischer,found,4683580,1991-07-19,USA,2014-11-15,
Pedro Doreto,miss,,,,,
Takafumi Otsuka,found,2396136,1986-08-22,Japan,2006-10-04,
Sulaiman Al Mudhayan,miss,,,,,
Noah Gugnon,found,5145777,2000-10-18,France,2021-10-29,
Aridriano Oliveira,miss,,,,,
Gustavo Balart,found,4239519,1987-02-10,Cuba,2015-08-01,
Ahmed Faress,ambiguous,,,,,2 MMA ids
Steve Collins,miss,,,,,
Francesco Nuzzi,found,5080560,1996-08-28,Italy,2016-06-11,
Bruno Fontes,found,5209577,1995-04-02,Brazil,2018-04-29,
John Mitchell,miss,,,,,
Gazimurad Magomedov,miss,,,,,
Arijan Topallaj,miss,,,,,
Nick Fiore,ambiguous,,,,,2 MMA ids
Mehrdad Janzemini,miss,4349720,,,,no dob on record
Ivan Jorge,found,3056121,1980-11-11,Brazil,2004-06-05,
Mirafzal Akhtamov,found,5260270,1993-02-10,United Arab Emirates,2015-09-21,
Will Dicke,miss,3095698,,,,no dob on record
Carrington Banks,found,3890656,1989-02-17,USA,2012-08-18,
Alex Caceres,found,2552906,1988-06-20,USA,2008-11-06,
Cris Lencioni,found,4377205,1994-07-28,USA,2017-02-25,
Alan Salamov,miss,,,,,
Ross Houston,found,4376021,1990-10-02,Scotland,2016-03-26,
Ruslan Shamilov,miss,4415039,,,,no dob on record
Teodor Nikolov,miss,4325494,,,,no dob on record
Nikolay Samusev,found,5363714,1998-07-30,Kazakhstan,2018-08-31,
Daniel Araujo,miss,3143724,,,,no dob on record
Charles Rosa,found,3153125,1986-08-24,USA,2012-08-24,
Naizi Cantanhede,found,5076001,1998-08-07,Brazil,2014-12-06,
Lewis Long,found,3155426,1989-04-10,Wales,2008-12-13,
